Longitude,Type of Station,City,Address1,Zip,Address2,Version,State,City and State of the station,State FIPS,Unique Station Code,Latitude,latitude,longitude
-121.892563,BUS,Monterey,500 Tyler Street,93940,Corner of Pearl Street,07,CA,"Monterey (Transit Plaza), California",06,MRY,36.598011,36.598011,-121.892563
-89.398758,BUS,Madison,800 Langdon St.,53706-1419,Univ of Wisconsin Memorial Union,07,WI,"Madison, Wisconsin",55,MSN,43.075871,43.075871,-89.398758
-93.186325,RAIL,St. Paul,Midway Station,55114-1498,730 Transfer Road,07,MN,"St. Paul/Minneapolis, Minnesota",27,MSP,44.963329,44.963329,-93.186325
-77.473846,RAIL,Manassas,9431 West Street,20110,,07,VA,"Manassas, Virginia",51,MSS,38.750034,38.750034,-77.473846
-115.66306,BUS,Mountain Home,1050 Highway 20,83647,Pilot Travel Center,07,ID,"Mountain Home, Idaho",16,MTM,43.140462,43.140461822,-115.663059938
-91.551239,RAIL,Mt. Pleasant,418 North Adams Street,52641,,07,IA,"Mt. Pleasant, Iowa",19,MTP,40.971306,40.971306,-91.551239
-122.312905,BUS,Mt. Shasta,Centennial Park Bus Shelter,96067,Commercial St. just South of Lake St.,07,CA,"Mt. Shasta, California",06,MTS,41.312449,41.3124489649,-122.312905115
-122.136353,RAIL,Martinez,601 Marina Vista Ave.,94553-1132,,07,CA,"Martinez, California",06,MTZ,38.019733,38.019733,-122.136353
-92.812355,RAIL,Malvern,200 East First St.,72104-3922,,07,AR,"Malvern, Arkansas",05,MVN,34.365917,34.365917,-92.812355
-122.329781,RAIL,Mount Vernon,105 East Kincaid St.,98273-4327,Skagit Transportation Center,07,WA,"Mount Vernon, Washington",53,MVW,48.435589,48.435589,-122.329781
-121.90142,BUS,Monterey,886 Cannery Row,94940-1023,Monterey Bay Aquarium (In Front of),07,CA,"Monterey (Aquarium), California",06,MYA,36.617919,36.617919337,-121.901420129
-121.876788,BUS,Monterey,1 Old Golf Course Road,93940,Hyatt Regency Hotel,07,CA,"Monterey (Hyatt Regency), California",06,MYH,36.593167,36.5931667762,-121.876788462
-121.894674,BUS,Monterey,350 Calle Principal,93940,Marriott Hotel,07,CA,"Monterey (Marriott), California",06,MYM,36.600671,36.6006708493,-121.894673952
-71.959785,RAIL,Mystic,2 Roosevelt Avenue,06355,U.S.Route 1,07,CT,"Mystic, Connecticut",09,MYS,41.349201,41.349201,-71.959785
-121.893054,BUS,Monterey,675 Munras Street,93940,Casa Munras Garden Hotel,07,CA,"Monterey (Travelodge), California",06,MYT,36.595747,36.5957473643,-121.893054476
-116.557159,BUS,Nampa,3116 Garrity Blvd,83651,Suite 11,07,ID,"Nampa, Idaho",16,NAM,43.576321,43.576321,-116.557159
-122.284004,BUS,Napa,1151 Pearl St.,94559-2528,,07,CA,"Napa (VINE Transit Center), California",06,NAP,38.30431,38.30431,-122.284004
-74.448502,RAIL,New Brunswick,French and Albany Streets,08901,New Jersey Transit Station,07,NJ,"New Brunswick, New Jersey",34,NBK,40.495354,40.495354,-74.448502
-86.739876,RAIL,New Buffalo,West Washington St & South Whittaker St,49117,,07,MI,"New Buffalo, Michigan",26,NBM,41.787949,41.787949,-86.739876
-89.262962,RAIL,Newbern,108 Jefferson St,38059,,07,TN,"Newbern-Dyersburg, Tennessee",47,NBN,36.11245,36.11245,-89.262962
-94.639671,BUS,Nacogdoches,University Drive & Starr Road,75963,Mobil Oil Convenience Store,07,TX,"Nacogdoches, Texas",48,NCG,31.618301,31.618301,-94.639671
-123.760241,BUS,Necanicum Junction,Hwy 26 and Hwy 53,97301,Bus stop is 100 ft east of junction,07,OR,"Necanicum Junction, Oregon",41,NCM,45.9025,45.902500335,-123.760241106
-76.864433,RAIL,New Carrollton,4300 Garden City Drive,20785-2209,,07,MD,"New Carrollton, Maryland",24,NCR,38.953331,38.953331,-76.864433
-114.604874,RAIL,Needles,900 Front Street,92363,,07,CA,"Needles, California",06,NDL,34.840279,34.840279,-114.604874
-97.344604,RAIL,Newton,414 North Main St.,67114-2203,Newton Station,07,KS,"Newton, Kansas",20,NEW,38.04731,38.04731,-97.344604
-76.287575,BUS,Norfolk,Monticello Ave & Virginia Beach Blvd.,23510,,07,VA,"Norfolk, Virginia",51,NFK,36.858284,36.858284,-76.287575
-79.030663,RAIL,Niagara Falls,27th St. and Lockport Rd.,14305,,07,NY,"Niagara Falls, New York, United States",36,NFL,43.113602,43.113602,-79.030663
-118.526752,RAIL,Santa Clarita,24300 Railroad Avenue,91321-0000,Metrolink Station,07,CA,"Santa Clarita-Newhall, California",06,NHL,34.378985,34.3789849542,-118.52675231
-71.633327,BUS,New Hampton,325 Route 104,03256-4219,Munce's Konvenience Store/CITGO,07,NH,"New Hampton, New Hampshire",33,NHN,43.619875,43.6198754823,-71.6333269046
-72.925995,RAIL,New Haven,50 Union Avenue,06519-1754,Union Station,07,CT,"New Haven, Connecticut",09,NHV,41.298668,41.298668,-72.925995
-91.823517,RAIL,New Iberia,West Washington St.,70560,"at railroad tracks, downtown",07,LA,"New Iberia, Louisiana",22,NIB,30.008488,30.008488,-91.823517
-72.093887,RAIL,New London,27 Water Street,06320,,07,CT,"New London, Connecticut",09,NLC,41.354332,41.354332,-72.093887
-86.253616,RAIL,Niles,598 Dey St.,49120-1745,,07,MI,"Niles, Michigan",26,NLS,41.836575,41.836575,-86.253616
-88.739433,BUS,New London,1280 North Shawano St.,54961-9306,New London Travel Plaza,07,WI,"New London, Wisconsin",55,NLW,44.389183,44.389183,-88.739433
-90.079597,RAIL,New Orleans,1001 Loyola Avenue,70113,NEW ORLEANS UNION PASSENGER TERMINAL,07,LA,"New Orleans, Louisiana",22,NOL,29.946796,29.946796,-90.079597
-97.442169,RAIL,Norman,200 South Jones Avenue,73069-6023,,07,OK,"Norman, Oklahoma",40,NOR,35.219627,35.219627,-97.442169
-76.45105,RAIL,Newport News,9304 Warwick Boulevard,23601-4535,,07,VA,"Newport News, Virginia",51,NPN,37.019356,37.019356,-76.45105
-124.059525,BUS,Newport,956 SW 10th Street,97365,Greyhound Station,07,OR,"Newport, Oregon",41,NPO,44.626015,44.626015,-124.059525
-88.14505,RAIL,Naperville,105 E. Fourth Ave.,60540,Corner of 4th Ave. & Ellsworth St.,07,IL,"Naperville, Illinois",17,NPV,41.779507,41.779507,-88.14505
-122.284126,BUS,Napa,1275 McKinstry St.,94559-1925,,07,CA,"Napa (Wine Train Station), California",06,NPW,38.303006,38.3030060662,-122.284125553
-75.753349,RAIL,Newark,429 South College Ave.,19711-5105,,07,DE,"Newark, Delaware",10,NRK,39.670322,39.670322,-75.753349
-73.782005,RAIL,New Rochelle,1 Railroad Plaza,10801-6353,Metro-North Station,07,NY,"New Rochelle, New York",36,NRO,40.913921,40.913921,-73.782005
-78.705934,RAIL,Raleigh,1025 Blue Ridge Blvd.,27607-3902,at the railroad crossing,07,NC,"North Carolina State Fair, North Carolina",37,NSF,35.794049,35.7940488095,-78.7059336637
-74.164886,RAIL,Newark,1 Raymond Plaza West,07102-5405,Market Street,07,NJ,"Newark (Penn Station), New Jersey",34,NWK,40.73428,40.73428,-74.164886
-73.991867,RAIL,New York,8th Ave 31st  Street / 8th Ave 33rd Street,10001,Pennsylvania Station,07,NY,"New York (Penn Station), New York",36,NYP,40.74968,40.74968,-73.991867
-122.19774,RAIL,Oakland,700 73rd Avenue,94621-3316,Across San Leandro Blvd. from BART station,07,CA,"Coliseum/Oakland Airport, Oakland, California",06,OAC,37.751881,37.7518812568,-122.197740497
-82.136391,BUS,Ocala,531 Northeast First Ave,34470-6647,,07,FL,"Ocala, Florida",12,OCA,29.192228,29.192228,-82.136391
-111.978905,BUS,Ogden,2393 Wall Avenue,84401,Greyhound Bus Station,07,UT,"Ogden, Utah",49,OGD,41.221573,41.221573,-111.978905
-119.582265,BUS,Okanogan,310 2nd Ave South,98840,Food Depot,07,WA,"Okanagan,  Washington",53,OGW,48.362646,48.3626458859,-119.582265485
-97.512634,RAIL,Oklahoma City,100 South E.K. Gaylord Blvd.,73102,,07,OK,"Oklahoma City, Oklahoma",40,OKC,35.466145,35.466145,-97.512634
-80.830307,RAIL,Okeechobee,801 North Parrott Avenue,34972-2130,,07,FL,"Okeechobee, Florida",12,OKE,27.251219,27.251219,-80.830307
-122.270744,RAIL,Oakland,245 Second Street,94607,,07,CA,"Oakland, California",06,OKJ,37.794647,37.794647,-122.270744
-72.708351,BUS,Ludlow,77 Okemo Ridge Rd,05149-9692,Okemo Mountain Resort,07,VT,"Okemo, Vermont",50,OKO,43.40062,43.40062,-72.708351
-117.199988,RAIL,San Diego,4005 Taylor Street,92110,,07,CA,"San Diego (Old Town), California",06,OLT,32.755455,32.7554549619,-117.199988126
-122.795807,RAIL,Lacey,6600 Yelm Highway S.E.,98513-6481,,07,WA,"Olympia/Lacey, Washington",53,OLW,46.990662,46.990662,-122.795807
-95.927422,RAIL,Omaha,1003 S. 9th Street,68108,,07,NE,"Omaha, Nebraska",31,OMA,41.250168,41.250168,-95.927422
-119.519488,BUS,Omak,800 East Riverside Drive,98841-9580,Shell Station/Food Mart,07,WA,"Omak, Washington",53,OMW,48.416285,48.416285381,-119.519487672
-117.647858,RAIL,Ontario,228 South Plum Street,91764,Amtrak Passenger Platform,07,CA,"Ontario, California",06,ONA,34.061707,34.061707,-117.647858
-116.96064,BUS,Ontario,653 East Idaho Avenue,97914,Pilot Truck Stop,07,OR,"Ontario, Oregon",41,ONT,44.03109,44.03109,-116.96064
-70.374848,RAIL,Old Orchard Beach,11 First Street,04064,Chamber of Commerce,07,ME,"Old Orchard Beach, Maine (Seasonal)",23,ORB,43.515784,43.515784,-70.374848
-122.596408,RAIL,Oregon City,1757 Washington Street,97045,,07,OR,"Oregon City, Oregon",41,ORC,45.365431,45.365431,-122.596408
-81.381744,RAIL,Orlando,1400 Sligh Blvd.,32806-3905,,07,FL,"Orlando, Florida",12,ORL,28.525694,28.525694,-81.381744
-68.670621,BUS,Orono,Squapan Rd and Gym Dr,04473,Memorial Gymnasium,07,ME,"Orono (University of Maine), Maine",23,ORO,44.903473,44.9034734171,-68.6706211719
-121.570183,BUS,Oroville,Hwy 70 and Grand Ave.,95965,Park and Ride,07,CA,"Oroville, California",06,ORV,39.519867,39.519867,-121.570183
-72.376022,RAIL,Old Saybrook,455 Boston Post Road,06475-1516,Saybrook Junction Market Place,07,CT,"Old Saybrook, Connecticut",09,OSB,41.300533,41.300533,-72.376022
-93.765747,RAIL,Osceola,Main & East Clay Streets,50213,,07,IA,"Osceola, Iowa",19,OSC,41.037445,41.037445,-93.765747
-117.378624,RAIL,Oceanside,235 South Tremont Street,92054,Oceanside Transit Center,07,CA,"Oceanside, California",06,OSD,33.192581,33.192581,-117.378624
-88.537338,BUS,Oshkosh,525 West 20th Ave.,54902-6871,Wittman Field,07,WI,"Oshkosh, Wisconsin",55,OSH,44.015018,44.015018,-88.537338
-92.415672,RAIL,Ottumwa,210 West Main Street,52501,,07,IA,"Ottumwa, Iowa",19,OTM,41.019642,41.019642,-92.415672
-119.174866,RAIL,Oxnard,201 East Fourth Street,93030,Oxnard Transportation Center,07,CA,"Oxnard, California",06,OXN,34.198833,34.198833,-119.174866
-88.558571,RAIL,Pascagoula,505 Railroad Avenue,39567,,07,MS,"Pascagoula, Mississippi",28,PAG,30.367174,30.367174,-88.558571
-81.640541,RAIL,Palatka,220 North 11th Street,32077-3615,,07,FL,"Palatka, Florida",12,PAK,29.649309,29.649309,-81.640541
-75.483749,RAIL,Paoli,13 Lancaster Ave.,19301,Lancaster Pike & North Valley Rd,07,PA,"Paoli, Pennsylvania",42,PAO,40.042286,40.042286,-75.483749
-75.921776,RAIL,Parkesburg,W. First and S. Culvert Streets,19365,,07,PA,"Parkesburg, Pennsylvania",42,PAR,39.959183,39.959183,-75.921776
-118.140427,BUS,Pasadena,150 South Los Robles Ave.,91101-2441,Pasadena Hilton Hotel,07,CA,"Pasadena, California",06,PAS,34.14333,34.14333,-118.140427
-90.393433,RAIL,Poplar Bluff,400 South Main St.,63901-5855,,07,MO,"Poplar Bluff, Missouri",29,PBF,36.753986,36.753986,-90.393433
-82.052658,BUS,Port Charlotte,909 King Highway,33980-4248,Amoco/BP Convenience Store,07,FL,"Port Charlotte, Florida",12,PCH,27.01243,27.01243,-82.052658
-72.802455,BUS,Killington,4763 Killington Rd,05751,Pico Resort Hotel and Condominiums,07,VT,"Pico Resort, Killington, Vermont",50,PCO,43.617455,43.6174551115,-72.8024545401
-89.461678,RAIL,Princeton,107 Bicentennial Dr.,61356,,07,IL,"Princeton, Illinois",17,PCT,41.386906,41.386906,-89.461678
-120.80159,BUS,Placerville,Mosquito Rd. and Clay St.,95667,Placerville Station Transit Center,07,CA,"Placerville, California",06,PCV,38.727833,38.727833,-120.80159
-116.390251,BUS,Palm Desert,Monterey Ave & Hahn St.,92260,Westfield Shopping Mall,07,CA,"Palm Desert, California",06,PDC,33.722973,33.722973,-116.390251
-122.675026,RAIL,Portland,800 NW Sixth Ave.,97209-3789,Union Station,07,OR,"Portland, Oregon",41,PDX,45.528683,45.528683,-122.675026
-118.789505,BUS,Pendleton,320 SW Court Street,97801,Greyhound Station,07,OR,"Pendleton, Oregon",41,PEN,45.671852,45.671852,-118.789505
-79.993256,RAIL,Pittsburgh,1100 Liberty Avenue,15222,,07,PA,"Pittsburgh, Pennsylvania",42,PGH,40.445042,40.445042,-79.993256
-112.009048,BUS,Phoenix,3400 East Sky Harbor Blvd.,85034,G.A.I.T. desk in each terminal,07,AZ,"Phoenix (Airport), Arizona",04,PHA,33.437531,33.437531,-112.009048
-112.035991,BUS,Phoenix,2115 East Buckeye Road,85034,,07,AZ,"Phoenix (Greyhound), Arizona",04,PHG,33.43681,33.4368103783,-112.035990513
-75.183189,RAIL,Philadelphia,2955 Market St.,19104-2898,30th Street Station,07,PA,"Philadelphia (30th St), Pennsylvania",42,PHL,39.954609,39.954609,-75.183189
-75.154366,RAIL,Philadelphia,2900 North Broad St.,19132-2400,Broad St. and Glenwood Ave.,07,PA,"Philadelphia (North), Pennsylvania",42,PHN,39.996906,39.996906,-75.154366
-89.688232,BUS,Peoria,6100 West Everett M. Dirksen Parkway,61607-1220,"Greater Peoria Airport, lower level",07,IL,"Peoria, Illinois",17,PIA,40.670082,40.670082,-89.688232
-89.680138,RAIL,Picayune,100 South Highway,39466,,07,MS,"Picayune, Mississippi",28,PIC,30.524712,30.524712,-89.680138
-73.256042,RAIL,Pittsfield,1 Columbus Avenue,01201-5058,at North St. (US Hwy 7),07,MA,"Pittsfield, Massachusetts",25,PIT,42.450401,42.450401,-73.256042
-74.62323,RAIL,Princeton Junction,2 Wallace Road,08550-1008,,07,NJ,"Princeton Junction, New Jersey",34,PJC,40.317219,40.317219,-74.62323
-73.447456,RAIL,Plattsburgh,Bridge and Dock Sts.,12901,,07,NY,"Plattsburgh, New York",36,PLB,44.696991,44.696991,-73.447456
-122.165615,BUS,Palo Alto,"Alma Avenue, just West of Lytton Street",94301,,07,CA,"Palo Alto, California",06,PLC,37.444268,37.4442683476,-122.165614667
-88.537422,RAIL,Plano,West Main and South Center Sts.,60545,,07,IL,"Plano, Illinois",17,PLO,41.662155,41.662155,-88.537422
-118.127899,BUS,Palmdale,39000 Clock Tower Plaza Drive - Bus Bay 2E,93550-4513,Palmdale Transportation Center-San Joaquin Buses,07,CA,"Palmdale (Amtrak Thruway), California",06,PMD,34.579144,34.579144,-118.127899
-115.390709,BUS,Primm,31900 Las Vegas Blvd. South,89019-7002,Whiskey Petes's Hotel/Casino,07,NV,"Primm, Nevada",32,PMM,35.611023,35.611023,-115.390709
-71.687331,BUS,Plymouth,83 Main St.,03264-1548,Chase Street Market,07,NH,"Plymouth, New Hampshire",33,PMO,43.758598,43.7585978591,-71.6873307483
-87.204491,RAIL,Pensacola,980 East Heinberg Street,32502-4375,,07,FL,"Pensacola, Florida",12,PNS,30.417933,30.417933,-87.204491
-83.294167,RAIL,Pontiac,1600 Wide Track Circle,48342,,07,MI,"Pontiac, Michigan",26,PNT,42.635849,42.635849,-83.294167
-89.469139,RAIL,Portage,400 West Oneida Street,53901,,07,WI,"Portage, Wisconsin",55,POG,43.546612,43.546612,-89.469139
-73.461929,RAIL,Port Henry,20 Park Place,12974-1324,Senior Citizen Center,07,NY,"Port Henry, New York",36,POH,44.033066,44.033066,-73.461929
-88.636497,RAIL,Pontiac,721 West Washington St.,61764,,07,IL,"Pontiac, Illinois",17,PON,40.87944,40.87944,-88.636497
-70.290493,RAIL,Portland,100 Thompson's Point Road,04102-2630,Portland Transportation Center,07,ME,"Portland, Maine",23,POR,43.652013,43.652013,-70.290493
-117.750633,RAIL,Pomona,100 West Commercial Street,91768,,07,CA,"Pomona (Sunset Ltd), California",06,POS,34.059395,34.059395,-117.750633
-73.939011,RAIL,Poughkeepsie,41 Main St.,12601-2909,Amtrak/Metro-North Station,07,NY,"Poughkeepsie, New York",36,POU,41.705673,41.705673,-73.939011
-120.686935,RAIL,Paso Robles,800 Pine Street,93446-2856,Paso Robles Intermodal Station,07,CA,"Paso Robles, California",06,PRB,35.622925,35.622925,-120.686935
-81.054222,RAIL,Prince,Hwy 41 and County Road 25,25907,near Depot Rd,07,WV,"Prince, West Virginia (Beckley)",54,PRC,37.858707,37.858707,-81.054222
-117.216637,BUS,Perris,1688-J North Perris Blvd,92571-4702,International House of Pancakes,07,CA,"Perris, California",06,PRI,33.791393,33.791393,-117.216637
-73.444275,RAIL,Port Kent,Hwy 373 & Back Rd,12975,near Burlington-Fort Kent ferry dock,07,NY,"Port Kent, New York",36,PRK,44.578041,44.578041,-73.444275
-111.66272,RAIL,Provo,300 West 600 South,84601-4542,,07,UT,"Provo, Utah",49,PRO,40.225868,40.225868,-111.66272
-119.084244,RAIL,Pasco,535 North 1st Avenue,99301-5378,Pasco Intermodal Train Station,07,WA,"Pasco, Washington",53,PSC,46.233597,46.233597,-119.084244
-84.963707,BUS,Petosky,301 West Mitchell St.,49770-2327,The Book Stop,07,MI,"Petoskey, Michigan",26,PSK,45.373909,45.373909,-84.963707
-116.545013,RAIL,North Palm Springs,North Indian Ave. and Palm Springs Station Rd.,92258,1.0 mi/0.6 km south of I-10,07,CA,"Palm Springs (Train), California",06,PSN,33.895943,33.895943,-116.545013
-116.544914,BUS,Palm Springs,3400 East Tahquitz Canyon Way,92262-6970,Sunline Bus Stop/Palm Springs Airport,07,CA,"Palm Springs (Buses), California",06,PSP,33.826698,33.826698,-116.544914
-119.789922,BUS,Prosser,Hwy I-82 at Exit 80,99350,Thruway bus stop at rest area,07,WA,"Prosser, Washington",53,PSR,46.21942,46.2194204818,-119.789922223
-84.784584,BUS,Pellston,110 North US Highway 131,49769-9333,General Store/Amoco Station,07,MI,"Pellston, Michigan",26,PST,45.55064,45.55064,-84.784584
-77.42897,RAIL,Petersburg,3516 South Street,23803-1642,Ettrick Station,07,VA,"Petersburg, Virginia",51,PTB,37.241619,37.241619,-77.42897
-122.630486,BUS,Petaluma,100 Fairgrounds Drive,94952,Regional Library,07,CA,"Petaluma, California",06,PTC,38.243008,38.243008,-122.630486
-119.90366,BUS,Pateros,245 Lakeshore Drive,98846,Super Stop Convenience Store,07,WA,"Pateros, Washington",53,PTE,48.052355,48.0523548423,-119.903660008
-82.441811,RAIL,Port Huron,2223 16th Street,48060,,07,MI,"Port Huron, Michigan",26,PTH,42.960789,42.960789,-82.441811
-104.615059,BUS,Pueblo,1080 Chinook Lane,81001,,07,CO,"Pueblo, Colorado",08,PUB,38.307827,38.307827,-104.615059
-117.173744,BUS,Pullman,1002 Northwest Nye St.,99163-3429,Northwestern Stage Lines Depot,07,WA,"Pullman, Washington",53,PUL,46.73877,46.73877,-117.173744
-97.356339,RAIL,Purcell,East Main St and North Santa Fe Ave.,73080,,07,OK,"Purcell, Oklahoma",40,PUR,35.011974,35.011974,-97.356339
-71.415993,RAIL,Providence,100 Gaspee Street,02903,,07,RI,"Providence, Rhode Island",44,PVD,41.82563,41.82563,-71.415993
-97.219002,RAIL,Pauls Valley,East Paul Ave. and South Santa Fe St.,73075,1 Santa Fe Plaza,07,OK,"Pauls Valley, Oklahoma",40,PVL,34.741467,34.741467,-97.219002
-112.111275,BUS,Phoenix,9617 North Metro Parkway West,85023,North Phoenix,07,AZ,"Phoenix (Metro Center Transit Station), Arizona",04,PXN,33.555943,33.555943,-112.111275
-77.293045,RAIL,Quantico,550 Railroad Avenue,22134-3444,at Potomac Ave.,07,VA,"Quantico, Virginia",51,QAN,38.522011,38.522011,-77.293045
-91.366348,RAIL,Quincy,North 30th St. and Wisman Lane,62301,,07,IL,"Quincy, Illinois",17,QCY,39.957443,39.957443,-91.366348
-119.850182,BUS,Quincy,102 B St NE,98848-1117,Kissel's Variety Store,07,WA,"Quincy, Washington",53,QUC,47.239689,47.239689,-119.850182
-104.437523,RAIL,Raton,201 South First Street,87740-3903,(At Cook Ave),07,NM,"Raton, New Mexico",35,RAT,36.900749,36.900749,-104.437523
-122.210968,BUS,Red Bluff,228 S. Main Street,96080-3802,Amtrak Thruway Bus Stop at Taco Bell,07,CA,"Red Bluff, California",06,RBF,40.186008,40.186008,-122.210968
-88.979897,BUS,Rockford,7559 Walton St.,61108-4606,Van Galder Bus Station,07,IL,"Rockford, Illinois",17,RCK,42.268139,42.268139,-88.979897
-122.391922,RAIL,Redding,1620 Yuba Street,96001-1712,,07,CA,"Redding (Amtrak Station), California",06,RDD,40.582832,40.582832,-122.391922
-121.162911,BUS,Redmond,2300 Redmond Airport Way,97756,Redmond Airport,07,OR,"Redmond Airport, Oregon",41,RDM,44.253871,44.2538705823,-121.162910782
-122.392507,BUS,Redding,1530 Yuba Street,96001-1008,,07,CA,"Redding (RABA Transit Center), California",06,RDR,40.582957,40.5829571796,-122.392507435
-124.09996,BUS,Scotia,100 Main Street,95565,Scotia Inn,07,CA,"Rio Dell-Scotia, California",06,RDS,40.484577,40.484577,-124.09996
-92.54184,RAIL,Red Wing,420 Levee Street,55066,,07,MN,"Red Wing, Minnesota",27,RDW,44.564541,44.564541,-92.54184
-121.185799,BUS,Redmond,2456 South Highway 97,97756,McDonald's Restaurant,07,OR,"Redmond, Oregon",41,RED,44.24794,44.24794,-121.185799
-85.510071,BUS,Reed City,US 10 & 220th Ave.,49677-1119,McDonald's Restaurant,07,MI,"Reed City, Michigan",26,REE,43.874599,43.874599,-85.510071
-87.15448,RAIL,Rensselaer,619 North Cullen Street,47978,,07,IN,"Rensselaer, Indiana",18,REN,40.943039,40.943039,-87.15448
-78.644485,RAIL,Raleigh,320 West Cabarrus Street,27601,,07,NC,"Raleigh, North Carolina",37,RGH,35.77375,35.77375,-78.644485
-119.272972,BUS,Richland,1515 George Washington Way,99354,Clarion Hotel,07,WA,"Richland, Washington",53,RHD,46.285713,46.285713,-119.272972
-73.952072,RAIL,Rhinecliff,Hutton and Charles Sts.,12574,,07,NY,"Rhinecliff, New York",36,RHI,41.920891,41.920891,-73.952072
-122.35305,RAIL,Richmond,1700 Nevin Avenue,94802,BART Station,07,CA,"Richmond, California",06,RIC,37.936085,37.936085,-122.35305
-117.369621,RAIL,Riverside,4066 Vine St.,92507-4223,Metrolink Station,07,CA,"Riverside, California",06,RIV,33.976521,33.976521,-117.369621
-85.559654,BUS,Rockford,US 131 & 10 Mile Road NE,49341,"Amoco Station, Exit 97",07,MI,"Rockford, Michigan",26,RKF,43.119095,43.119095,-85.559654
-77.146965,RAIL,Rockville,Hungerford Drive and Park Rd.,20850,Metro/Amtrak/MARC station,07,MD,"Rockville, Maryland",24,RKV,39.085449,39.085449,-77.146965
-121.236275,RAIL,Rocklin,Rocklin Rd. and Railroad Ave.,95677,,07,CA,"Rocklin, California",06,RLN,38.791546,38.791546,-121.236275
-77.797897,RAIL,Rocky Mount,101 Hammond Street,27804-5820,,07,NC,"Rocky Mount, North Carolina",37,RMT,35.938152,35.938152,-77.797897
-119.811234,RAIL,Reno,280 North Center St.,89501-1425,"East Commercial Row and Center St., by Harrah's Ca",07,NV,"Reno, Nevada",32,RNO,39.528641,39.528641,-119.811234
-77.609528,RAIL,Rochester,320 Central Avenue,14605,,07,NY,"Rochester, New York",36,ROC,43.162605,43.162605,-77.609528
-69.109182,BUS,Rockland,517A Main St.,04841-3366,Maine State Ferry Terminal,07,ME,"Rockland, Maine",23,ROD,44.106586,44.1065858803,-69.1091823232
-75.451439,RAIL,Rome,6599 Martin Street,13440,,07,NY,"Rome, New York",36,ROM,43.199226,43.199226,-75.451439
-83.147842,RAIL,Royal Oak,201 South Sherman Ave.,48069,,07,MI,"Royal Oak, Michigan",26,ROY,42.489044,42.489044,-83.147842
-122.715584,BUS,Rohnert Park,6480 Redwood Drive,94928,International House of Pancakes,07,CA,"Rohnert Park, California",06,RPC,38.347698,38.347698,-122.715584
-72.665848,RAIL,Randolph,South Main and Salisbury Sts.,05060,Depot Square,07,VT,"Randolph, Vermont",50,RPH,43.922855,43.922855,-72.665848
-124.111599,BUS,Reedsport,1401 Highway 101 South,97467-1605,Sentosa Clothing Store,07,OR,"Reedsport, Oregon",41,RPT,43.698411,43.6984105059,-124.111599347
-118.166679,BUS,Rosamond,2515 Center Street,93560,B&K Mini Market,07,CA,"Rosamond, California",06,RSM,34.859493,34.859493,-118.166679
-73.371094,RAIL,Rouses Point,Delaware and Pratt Sts.,12979,,07,NY,"Rouses Point, New York",36,RSP,44.994801,44.994801,-73.371094
-121.284462,RAIL,Roseville,201 Pacific Street,95678-2242,,07,CA,"Roseville, California",06,RSV,38.750565,38.750565,-121.284462
-71.14994,RAIL,Westwood,50 University Ave,02090-2307,,07,MA,"Route 128, Westwood, Massachusetts",25,RTE,42.207874,42.207874,-71.14994
-88.159019,RAIL,Rantoul,East Grove and North Kentucky Aves.,61866,,07,IL,"Rantoul, Illinois",17,RTL,40.312,40.312,-88.159019
-118.364751,BUS,Ritzville,1503 South Smittys Blvd.,99169,Zips Drive Inn,07,WA,"Ritzville, Washington",53,RTZ,47.119021,47.1190207206,-118.36475069
-72.982246,RAIL,Rutland,25 Evelyn Street,05701,,07,VT,"Rutland, Vermont",50,RUD,43.607258,43.607258,-72.982246
-99.997627,RAIL,Rugby,201 West Dewey Street,58368,,07,ND,"Rugby, North Dakota",38,RUG,48.369286,48.369286,-99.997627
-77.42979,RAIL,Richmond,1500 East Main Street,23219,,07,VA,"Richmond (Main St), Virginia",51,RVM,37.53406,37.53406,-77.42979
-77.496582,RAIL,Richmond,7519 Staples Mill Road,23228,,07,VA,"Richmond (Staples Mill Rd), Virginia",51,RVR,37.61425,37.61425,-77.496582
-73.086411,RAIL,St Albans,40 Federal Street,05478,,07,VT,"St. Albans, Vermont",50,SAB,44.810951,44.810951,-73.086411
-121.49955,RAIL,Sacramento,401 I Street,95814-2308,,07,CA,"Sacramento, California",06,SAC,38.58403,38.58403,-121.49955
-105.925018,BUS,Santa Fe,No specific stop location,87501,Door to door service,07,NM,"Santa Fe (Lamy Shuttle), New Mexico",35,SAF,35.685898,35.685898,-105.925018
-80.45742,RAIL,Salisbury,Depot and Liberty Sts.,28144,,07,NC,"Salisbury, North Carolina",37,SAL,35.67342,35.67342,-80.45742
-117.168564,RAIL,San Diego,1050 Kettner Blvd,92101-3339,,07,CA,"San Diego (Downtown), California",06,SAN,32.716164,32.716164,-117.168564
-70.447612,RAIL,Saco,130 Main Street,04072-3502,Saco Island on Main Street,07,ME,"Saco, Maine",23,SAO,43.496304,43.496304,-70.447612
-119.069443,BUS,Santa Paula,245 South Palm Avenue,93060-3376,at Highway 126,07,CA,"Santa Paula, California",06,SAP,34.347713,34.347713,-119.069443
-73.810158,RAIL,Saratoga Springs,26 Station Lane,12866,,07,NY,"Saratoga Springs, New York",36,SAR,43.082115,43.082115,-73.810158
